GroupID,GroupSize,Tile,EntryIndex,LastNameSegment,StackDepth,Role,Overlays,OverlaidBy,AreaKm2,GroupWindowFrom,GroupWindowTo,DistinctWindows,MaxIntersectionRatio,ConfirmedByLog,AllOwnersEver
2,6,120/035,211,Israelites,2,OVERLAY,Gilead (41% of its own area) [-1115.3..-1110.5]; Aram Damascus (40% of its own area) [-1115.3..-1110.5]; Ammonites (15% of its own area) [-1115.3..-1110.5]; Aram-Zobah (5% of its own area) [-1115.3..-1110.5],,11802.8,-1135.5,-1105.5,2,1,"N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Israelites
2,6,120/035,216,Amurru,2,OVERLAY,Aram-Zobah (100% of its own area) [-1135.5..-1105.5],,6872,-1135.5,-1105.5,2,1,"N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Amurru; Middle Assyrian Empire
3,5,120/035,192,Israelites,2,OVERLAY,Philistines (7% of its own area) [-1150.5..-1110.5],Moabites (100% of THIS entity covered) [-1150.5..-1130.5]; Aram Damascus; Kingdom of Jabin (63% of THIS entity covered) [-1140.5..-1115.5],9408.8,-1150.5,-1110.5,4,1,"Philistines gain area around Jerusalem (overlay); Moab gains part of Israel (overlay); N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Israelites; Kingdom of Israel; Philistines
3,5,120/035,194,Israelites,1,BASE,,Aram Damascus; Kingdom of Jabin (37% of THIS entity covered) [-1140.5..-1115.5],2727.5,-1150.5,-1110.5,4,1,"Philistines gain area around Jerusalem (overlay); Moab gains part of Israel (overlay); N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Israelites; Kingdom of Israel; Philistines
3,5,120/035,201,Philistines,1,BASE,,Israelites (7% of THIS entity covered) [-1150.5..-1110.5],634.9,-1150.5,-1110.5,4,1,"Philistines gain area around Jerusalem (overlay); Moab gains part of Israel (overlay); N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Philistia; Philistines
3,5,120/035,202,Moabites,3,OVERLAY,Israelites (100% of its own area) [-1150.5..-1130.5],,2749.3,-1150.5,-1110.5,4,1,"Philistines gain area around Jerusalem (overlay); Moab gains part of Israel (overlay); N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Bedouins; Moabites; Philistines
3,5,120/035,205,Aram Damascus; Kingdom of Jabin,3,OVERLAY,Israelites (63% of its own area) [-1140.5..-1115.5]; Israelites (37% of its own area) [-1140.5..-1115.5],,4116,-1150.5,-1110.5,4,1,"Philistines gain area around Jerusalem (overlay); Moab gains part of Israel (overlay); N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Aram Damascus; Canaanites; Israelites; Kingdom of Israel; Philistines
4,4,120/030,193,Philistia,,AMBIGUOUS (cyclic evidence),,,5294.9,-843.1,-732.5,4,1,,Judah; Kingdom of Israel; Neo Assyrian Tributary; Philistia; Philistines
4,4,120/030,200,Judah,,AMBIGUOUS (cyclic evidence),,,1706.2,-843.1,-732.5,4,1,,Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Kingdom of Judah; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire; Philistia
4,4,120/030,201,Judah,,AMBIGUOUS (cyclic evidence),,,109.4,-843.1,-732.5,4,1,,Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire
4,4,120/030,226,Judah,,AMBIGUOUS (cyclic evidence),,,1200.8,-843.1,-732.5,4,1,,Judah
5,4,120/035,50,Biruta,1,BASE,,Phoenicia (3% of THIS entity covered) [-840.6..-826.8],134.4,-840.6,-826.8,2,1,,Amurru; Canaanites; Middle Assyrian Empire; Neo Assyrian Tributary; Phoenicians; Proto-Canaanites
5,4,120/035,91,Phoenicia,2,OVERLAY,Byblos (4% of its own area) [-840.6..-838.5],,4411.8,-840.6,-826.8,2,1,,Amurru; Egypt: New Kingdom; Middle Assyrian Empire; Neo Assyrian Tributary; New Hittite Kingdom; Phoenicians; Sea Peoples
5,4,120/035,187,Byblos,1,BASE,,Phoenicia (4% of THIS entity covered) [-840.6..-838.5]; Phoenicia (4% of THIS entity covered) [-840.6..-838.5],170.9,-840.6,-826.8,2,1,,Amurru; Middle Assyrian Empire; Neo Assyrian Tributary; Phoenicians
5,4,120/035,255,Phoenicia,2,OVERLAY,Byblos (4% of its own area) [-840.6..-838.5]; Biruta (3% of its own area) [-840.6..-826.8],,4581.9,-840.6,-826.8,2,1,,Neo Assyrian Tributary; Phoenicians
6,4,120/035,192,Philistines,2,OVERLAY,Israelites (28% of its own area) [-1110.5..-1088.5],Rebel Israelites (49% of THIS entity covered) [-1097.5..-1095.5],9408.8,-1110.5,-1088.5,2,1,create Rebel Israelites in S (overlay),Israelites; Kingdom of Israel; Philistines
6,4,120/035,194,Philistines,2,OVERLAY,Israelites (56% of its own area) [-1110.5..-1088.5],Rebel Israelites (51% of THIS entity covered) [-1097.5..-1095.5],2727.5,-1110.5,-1088.5,2,1,create Rebel Israelites in S (overlay),Israelites; Kingdom of Israel; Philistines
6,4,120/035,205,Israelites,1,BASE,,Rebel Israelites (100% of THIS entity covered) [-1097.5..-1095.5]; Philistines (56% of THIS entity covered) [-1110.5..-1088.5]; Philistines (28% of THIS entity covered) [-1110.5..-1088.5],4116,-1110.5,-1088.5,2,1,create Rebel Israelites in S (overlay),Aram Damascus; Canaanites; Israelites; Kingdom of Israel; Philistines
6,4,120/035,224,Rebel Israelites,3,OVERLAY,Israelites (100% of its own area) [-1097.5..-1095.5]; Philistines (51% of its own area) [-1097.5..-1095.5]; Philistines (49% of its own area) [-1097.5..-1095.5],,1736.1,-1110.5,-1088.5,2,1,create Rebel Israelites in S (overlay),Rebel Israelites
7,4,120/035,192,Philistines,3,OVERLAY,Israelites (24% of its own area) [-1050.5..-1035.5],,9408.8,-1050.5,-1035.5,1,1,,Israelites; Kingdom of Israel; Philistines
7,4,120/035,194,Philistines,1,BASE,,Israelites (29% of THIS entity covered) [-1050.5..-1035.5],2727.5,-1050.5,-1035.5,1,1,,Israelites; Kingdom of Israel; Philistines
7,4,120/035,205,Philistines,3,OVERLAY,Israelites (78% of its own area) [-1050.5..-1035.5],,4116,-1050.5,-1035.5,1,1,,Aram Damascus; Canaanites; Israelites; Kingdom of Israel; Philistines
7,4,120/035,235,Israelites,2,OVERLAY,Philistines (29% of its own area) [-1050.5..-1035.5],Philistines (78% of THIS entity covered) [-1050.5..-1035.5]; Philistines (24% of THIS entity covered) [-1050.5..-1035.5],3201.6,-1050.5,-1035.5,1,1,,Israelites
8,3,120/030,113,Lower Egypt Nome 3 Ahment/Ament,1,BASE,,Naucratis (84% of THIS entity covered) [-630.5..-525.5],3085.7,-630.5,-525.5,1,0.837,,Domain of Ptolemy; Egypt: Areas of Unrest; Egypt: Heracleopolitans; Egypt: Hyksos; Egypt: Middle Kingdom; Egypt: New Kingdom; Egypt: Old Kdm; Egypt: Thebans; Egypt: Thirtieth Dynasty; Egypt: Twenty Eighth Dynasty; Egypt: Twenty Fourth Dynasty; Egypt: Twenty Ninth Dynasty; Egypt: Twenty Second Dynasty; Egypt: Twenty Sixth Dynasty; Kingdom of Kush; Kingdom of Macedon; Kush Tributary; Libyans; Neo Assyrian Empire; Neo Assyrian Tributary; Persian Empire; Ptolemaic Kingdom; Revolt of Ptolemy
8,3,120/030,118,Lower Egypt Nome 7 A-ment,1,BASE,,Naucratis (16% of THIS entity covered) [-630.5..-525.5],1501.3,-630.5,-525.5,1,0.837,,Domain of Ptolemy; Egypt: Areas of Unrest; Egypt: Heracleopolitans; Egypt: Hyksos; Egypt: Middle Kingdom; Egypt: New Kingdom; Egypt: Old Kdm; Egypt: Thebans; Egypt: Thirtieth Dynasty; Egypt: Twenty Eighth Dynasty; Egypt: Twenty Fourth Dynasty; Egypt: Twenty Ninth Dynasty; Egypt: Twenty Second Dynasty; Egypt: Twenty Sixth Dynasty; Kingdom of Kush; Kingdom of Macedon; Kush Tributary; Libyans; Neo Assyrian Empire; Neo Assyrian Tributary; Persian Empire; Ptolemaic Kingdom; Revolt of Khababash; Revolt of Ptolemy
8,3,120/030,253,Naucratis,2,OVERLAY,Lower Egypt Nome 3 Ahment/Ament (84% of its own area) [-630.5..-525.5]; Lower Egypt Nome 7 A-ment (16% of its own area) [-630.5..-525.5],,332.1,-630.5,-525.5,1,0.837,,Greeks
9,3,120/030,193,Philistia,2,OVERLAY,Judah (32% of its own area) [-1003.5..-976.5]; Judah (2% of its own area) [-993.5..-976.5],,5294.9,-1003.5,-976.5,2,1,,Judah; Kingdom of Israel; Neo Assyrian Tributary; Philistia; Philistines
9,3,120/030,200,Judah,1,BASE,,Philistia (32% of THIS entity covered) [-1003.5..-976.5],1706.2,-1003.5,-976.5,2,1,,Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Kingdom of Judah; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire; Philistia
9,3,120/030,201,Judah,1,BASE,,Philistia (2% of THIS entity covered) [-993.5..-976.5],109.4,-1003.5,-976.5,2,1,,Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire
10,3,120/035,91,Amurru,1,BASE,,Amurru (100% of THIS entity covered) [-1371.3..-1370.5]; Amurru (100% of THIS entity covered) [-1372.5..-1370.5],4411.8,-1372.5,-1370.5,2,1,,Amurru; Egypt: New Kingdom; Middle Assyrian Empire; Neo Assyrian Tributary; New Hittite Kingdom; Phoenicians; Sea Peoples
10,3,120/035,133,Amurru,2,OVERLAY,Amurru (100% of its own area) [-1372.5..-1370.5],,2726.6,-1372.5,-1370.5,2,1,,Amurru
10,3,120/035,134,Amurru,2,OVERLAY,Amurru (100% of its own area) [-1371.3..-1370.5],,1780.7,-1372.5,-1370.5,2,1,,Amurru
11,3,120/035,91,Amurru,2,OVERLAY,Phoenicians (37% of its own area) [-1095.5..-968.5]; Byblos (4% of its own area) [-1095.5..-968.5],,4411.8,-1095.5,-968.5,1,1,create Rebel Israelites in S (overlay),Amurru; Egypt: New Kingdom; Middle Assyrian Empire; Neo Assyrian Tributary; New Hittite Kingdom; Phoenicians; Sea Peoples
11,3,120/035,187,Byblos,1,BASE,,Amurru (4% of THIS entity covered) [-1095.5..-968.5],170.9,-1095.5,-968.5,1,1,create Rebel Israelites in S (overlay),Amurru; Middle Assyrian Empire; Neo Assyrian Tributary; Phoenicians
11,3,120/035,227,Phoenicians,1,BASE,,Amurru (37% of THIS entity covered) [-1095.5..-968.5],4489.9,-1095.5,-968.5,1,1,create Rebel Israelites in S (overlay),Phoenicians
12,3,120/035,192,Kingdom of Israel,1,BASE,,Philistia (86% of THIS entity covered) [-1015.5..-1005.5]; Judah (53% of THIS entity covered) [-1015.5..-1005.5],9408.8,-1015.5,-1005.5,1,0.855,,Israelites; Kingdom of Israel; Philistines
12,3,120/035,241,Philistia,2,OVERLAY,Kingdom of Israel (86% of its own area) [-1015.5..-1005.5],,390.1,-1015.5,-1005.5,1,0.855,,Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire; Philistia
12,3,120/035,242,Judah,2,OVERLAY,Kingdom of Israel (53% of its own area) [-1015.5..-1005.5],,571.9,-1015.5,-1005.5,1,0.855,,Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Kingdom of Judah; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire; Philistia
13,3,120/035,192,Israelites; Kingdom of Israel,2,OVERLAY,Philistines (7% of its own area) [-1088.5..-1020.5],Medianites; Philistines (100% of THIS entity covered) [-1080.5..-1030.5],9408.8,-1088.5,-1020.5,4,1,,Israelites; Kingdom of Israel; Philistines
13,3,120/035,201,Philistines,1,BASE,,Israelites; Kingdom of Israel (7% of THIS entity covered) [-1088.5..-1020.5],634.9,-1088.5,-1020.5,4,1,,Philistia; Philistines
13,3,120/035,202,Medianites; Philistines,3,OVERLAY,Israelites; Kingdom of Israel (100% of its own area) [-1080.5..-1030.5],,2749.3,-1088.5,-1020.5,4,1,,Bedouins; Moabites; Philistines
14,3,120/035,194,Philistines,2,OVERLAY,Kingdom of Israel (56% of its own area) [-1035.5..-1022.5],,2727.5,-1035.5,-1022.5,1,0.557,,Israelites; Kingdom of Israel; Philistines
14,3,120/035,205,Kingdom of Israel,1,BASE,,Philistines (56% of THIS entity covered) [-1035.5..-1022.5]; Philistines (54% of THIS entity covered) [-1035.5..-1022.5],4116,-1035.5,-1022.5,1,0.557,,Aram Damascus; Canaanites; Israelites; Kingdom of Israel; Philistines
14,3,120/035,238,Philistines,2,OVERLAY,Kingdom of Israel (54% of its own area) [-1035.5..-1022.5],,220.9,-1035.5,-1022.5,1,0.557,,Philistines
15,3,120/035,196,Neo-Babylonian Empire,,AMBIGUOUS (cyclic evidence),,,8805.3,-587.4,-553.2,3,1,,Edomites; Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire
15,3,120/035,257,Edom; Edomites,,AMBIGUOUS (cyclic evidence),,,7181.3,-587.4,-553.2,3,1,,Edomites; Judah; Judah Tributary; Kingdom of Israel; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire
15,3,120/035,371,Edom; Edomites,,AMBIGUOUS (cyclic evidence),,,1624,-587.4,-553.2,3,1,,Edomites; Neo Babylonian Empire Tributary; Neo-Babylonian Empire
16,3,120/035,347,Qedarite Confederation,1,BASE,,Neo-Babylonian Empire (6% of THIS entity covered) [-599.5..-550.5],69124.8,-599.5,-550.5,1,0.997,,Neo Assyrian Tributary; Neo-Babylonian Empire; Qedarite Confederation
16,3,120/035,349,Qedarite Confederation,1,BASE,,Neo-Babylonian Empire (93% of THIS entity covered) [-599.5..-550.5],71620.7,-599.5,-550.5,1,0.997,,Neo Assyrian Tributary; Neo-Babylonian Empire; Qedarite Confederation
16,3,120/035,365,Neo-Babylonian Empire,2,OVERLAY,Qedarite Confederation (93% of its own area) [-599.5..-550.5]; Qedarite Confederation (6% of its own area) [-599.5..-550.5],,76453.8,-599.5,-550.5,1,0.997,,Neo-Babylonian Empire
17,2,120/030,132,Lower Egypt Nome 20 Sopdu,1,BASE,,Lower Egypt Nome 20 Sopdu (100% of THIS entity covered) [-745.5..-726.5],1351.2,-745.5,-726.5,1,1,,Domain of Ptolemy; Egypt: Areas of Unrest; Egypt: Heracleopolitans; Egypt: Hyksos; Egypt: Middle Kingdom; Egypt: New Kingdom; Egypt: Old Kdm; Egypt: Tanites; Egypt: Thirtieth Dynasty; Egypt: Twenty Eighth Dynasty; Egypt: Twenty Fourth Dynasty; Egypt: Twenty Ninth Dynasty; Egypt: Twenty Second Dynasty; Egypt: Twenty Sixth Dynasty; Kingdom of Kush; Kingdom of Macedon; Kush Tributary; Neo Assyrian Empire; Neo Assyrian Tributary; Persian Empire; Ptolemaic Kingdom; Revolt of Ptolemy
17,2,120/030,227,Lower Egypt Nome 20 Sopdu,2,OVERLAY,Lower Egypt Nome 20 Sopdu (100% of its own area) [-745.5..-726.5],,697.5,-745.5,-726.5,1,1,,Great Chiefs of the Meshwesh; Kush Tributary
18,2,120/030,149,Egypt: Middle Kingdom; Egypt: Thebans,,AMBIGUOUS (cyclic evidence),,,7448.8,-1720.5,-1567.5,2,1,,Domain of Ptolemy; Egypt: Hyksos; Egypt: Middle Kingdom; Egypt: New Kingdom; Egypt: Thebans; Egypt: Thirtieth Dynasty; Egypt: Twenty Eighth Dynasty; Egypt: Twenty Ninth Dynasty; Egypt: Twenty Sixth Dynasty; Kingdom of Kush; Kingdom of Macedon; Neo Assyrian Empire; Neo Assyrian Tributary; Persian Empire; Ptolemaic Kingdom; Revolt of Ptolemy
18,2,120/030,154,Egypt: Hyksos,,AMBIGUOUS (cyclic evidence),,,1299.1,-1720.5,-1567.5,2,1,,Egypt: Hyksos
19,2,120/030,193,Philistia,1,BASE,,Kingdom of Judah (100% of THIS entity covered) [-1004.5..-1003.5],5294.9,-1004.5,-1003.5,1,1,,Judah; Kingdom of Israel; Neo Assyrian Tributary; Philistia; Philistines
19,2,120/030,200,Kingdom of Judah,2,OVERLAY,Philistia (100% of its own area) [-1004.5..-1003.5],,1706.2,-1004.5,-1003.5,1,1,,Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Kingdom of Judah; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire; Philistia
20,2,120/030,195,Judah; Neo-Babylonian Empire,,AMBIGUOUS (cyclic evidence),,,8859.5,-794.5,-582.5,9,1,,Edomites; Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Nabataean Kingdom; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire; Persian Empire
20,2,120/030,210,Edom; Edomites,,AMBIGUOUS (cyclic evidence),,,4986.6,-794.5,-582.5,9,1,,Edomites; Judah; Judah Tributary; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire
21,2,120/030,235,Ashdod province,1,BASE,,Arza (100% of THIS entity covered) [-684.5..-679.6],2278.5,-684.5,-679.6,1,1,,Egypt: Twenty Sixth Dynasty; Neo Assyrian Empire; Neo Assyrian Tributary; Neo-Babylonian Empire; Philistia
21,2,120/030,247,Arza,2,OVERLAY,Ashdod province (100% of its own area) [-684.5..-679.6],,936.6,-684.5,-679.6,1,1,,Kush Tributary
22,2,120/035,91,Amurru,1,BASE,,Amurru (100% of THIS entity covered) [-1368.8..-1368.3],4411.8,-1368.8,-1368.3,1,1,,Amurru; Egypt: New Kingdom; Middle Assyrian Empire; Neo Assyrian Tributary; New Hittite Kingdom; Phoenicians; Sea Peoples
22,2,120/035,133,Amurru,2,OVERLAY,Amurru (100% of its own area) [-1368.8..-1368.3],,2726.6,-1368.8,-1368.3,1,1,,Amurru
23,2,120/035,193,Philistia,,AMBIGUOUS (cyclic evidence),,,486.8,-1004.5,-993.5,2,0.556,,Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire; Philistia; Philistines
23,2,120/035,242,Judah; Kingdom of Judah,,AMBIGUOUS (cyclic evidence),,,571.9,-1004.5,-993.5,2,0.556,,Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Kingdom of Judah; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire; Philistia
24,2,120/035,192,Kingdom of Israel,1,BASE,,Philistia (100% of THIS entity covered) [-1020.5..-1015.5],9408.8,-1020.5,-1015.5,1,1,,Israelites; Kingdom of Israel; Philistines
24,2,120/035,201,Philistia,2,OVERLAY,Kingdom of Israel (100% of its own area) [-1020.5..-1015.5],,634.9,-1020.5,-1015.5,1,1,,Philistia; Philistines
25,2,120/035,239,Israel/Samaria,1,BASE,,Judah (100% of THIS entity covered) [-912.5..-897.5],4636,-912.5,-897.5,1,1,,Israel/Samaria; Kingdom of Israel; Neo Assyrian Tributary; Philistia
25,2,120/035,270,Judah,2,OVERLAY,Israel/Samaria (100% of its own area) [-912.5..-897.5],,171.4,-912.5,-897.5,1,1,,Judah
26,2,120/035,196,Judah,,AMBIGUOUS (cyclic evidence),,,8805.3,-794.5,-587.4,8,1,,Edomites; Egypt: Twenty Sixth Dynasty Tributary; Judah; Kingdom of Israel; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire
26,2,120/035,257,Edom; Edomites,,AMBIGUOUS (cyclic evidence),,,7181.3,-794.5,-587.4,8,1,,Edomites; Judah; Judah Tributary; Kingdom of Israel; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire
27,2,120/035,198,Ammon,2,OVERLAY,Israel/Samaria (16% of its own area) [-931.6..-931.5],,10464.5,-931.6,-931.5,1,1,,Ammonites; Kingdom of Israel
27,2,120/035,261,Israel/Samaria,1,BASE,,Ammon (16% of THIS entity covered) [-931.6..-931.5],1668.5,-931.6,-931.5,1,1,,Ammonites; Israel/Samaria; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire
28,2,120/035,261,Israel/Samaria; Samaria,2,OVERLAY,Moabites (27% of its own area) [-848.5..-732.5],,1668.5,-848.5,-732.5,5,1,,Ammonites; Israel/Samaria; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire
28,2,120/035,293,Moabites,1,BASE,,Israel/Samaria; Samaria (27% of THIS entity covered) [-848.5..-732.5],452.7,-848.5,-732.5,5,1,,Ammonites; Moabites; Neo Assyrian Tributary; Neo Babylonian Empire Tributary; Neo-Babylonian Empire
29,2,120/035,199,Gilead,2,OVERLAY,Hauran province (33% of its own area) [-623.5..-612.3],,10900.7,-623.5,-612.3,1,0.361,,Aram Damascus; Egypt: Twenty Sixth Dynasty; Gilead; Israel/Samaria; Judah; Kingdom of Israel; Neo Assyrian Empire; Neo Assyrian Tributary; Neo-Babylonian Empire
