Index,Name,FromYear,ToYear,Area,Type,References,MemberOf,FullPath,Region,Subregion,ColorR,ColorG,ColorB,Generated,SourceRun,OverlapNote,geometry
22,East African Peoples,-2400.1,-1100.1,858441.9,TRIBAL_AREA,,,East African Peoples,Africa,Northeast Africa,216,208,240,8/22/2026,East African Peoples,,"MULTIPOINT ((38.8 1.3), (36.55 2.3), (38.05 2.3), (39.55 2.3…"
23,Finns,-2400.1,-2050.1,3583659.8,TRIBAL_AREA,,,Finns,Central and Northern Eurasia,Siberia,16,240,240,8/22/2026,Finns,,"MULTIPOINT ((23.3 53.3), (22.55 54.3), (27.05 50.3), (28.55 …"
24,Finns,-2400.1,-2050.1,23210.1,TRIBAL_AREA,,,Finns,Central and Northern Eurasia,Siberia,16,240,240,8/22/2026,Finns,,"MULTIPOLYGON (((17.2083 60.3565, 17.1983 60.3406, 17.1862 60…"
25,Indus Valley Civilization,-2400.1,-1750.5,709002.5,POLITY,,,Indus Valley Civilization,South Asia,North India,248,240,64,8/22/2026,Indus Valley Civilization,,"MULTIPOLYGON (((67.25616 24.49008, 67.26615 24.49144, 67.273…"
26,Jomon Culture,-2400.1,-1,209083.1,TRIBAL_AREA,,,Jomon Culture,East Asia,Northeast Asia,128,240,192,8/22/2026,Jomon Culture,,"MULTIPOINT ((130.5 31.9), (131.4 32.7), (130.3 33.42), (132.…"
27,Khoisan Peoples,-2400.1,-1,6744871.7,TRIBAL_AREA,,,Khoisan Peoples,Africa,Southern Africa,104,176,176,8/22/2026,Khoisan Peoples,,"MULTIPOINT ((18.6 -33.7), (19.3 -32.7), (18.55 -31.7), (17.8…"
28,Mesoamerican Peoples,-2400.1,-1500.1,1514518.1,TRIBAL_AREA,,,Mesoamerican Peoples,North America,Mexico,112,224,32,8/22/2026,Mesoamerican Peoples,,"MULTIPOINT ((-83.7 9.33), (-81.7 8.5), (-75.7 6.3), (-76.67 …"
29,Norte Chico Civilization,-2400.1,-1800.1,12699.9,TRIBAL_AREA,,,Norte Chico Civilization,South America and Caribbean,Andes,240,240,80,8/22/2026,Norte Chico Civilization,,"MULTIPOINT ((-77.52028 -10.89361), (-77.7 -8.7), (-78 -9.8),…"
30,Northwest Coast Peoples,-2400.1,-1,680019.6,TRIBAL_AREA,,,Northwest Coast Peoples,North America,Arctic America,240,112,112,8/22/2026,Northwest Coast Peoples,,"MULTIPOINT ((-123.7 42.3), (-122.7 43.8), (-123.7 45.3), (-1…"
31,Nubians,-2400.1,-1775.5,391749,TRIBAL_AREA,,,Nubians,Africa,Northeast Africa,144,0,0,8/22/2026,Nubians,,"MULTIPOINT ((32.25 13.75), (34.25 13.75), (31.25 15.25), (33…"
32,Paleosiberians,-2400.1,-1,7976456.3,TRIBAL_AREA,,,Paleosiberians,Central and Northern Eurasia,Siberia,160,144,144,8/22/2026,Paleosiberians,,"MULTIPOINT ((66.3 55.3), (68.3 55.3), (70.3 55.3), (69.3 56.…"
33,Pampas Cultures,-2400.1,-1,1604855.4,TRIBAL_AREA,,,Pampas Cultures,South America and Caribbean,Southern South America,16,192,32,8/22/2026,Pampas Cultures,,"MULTIPOINT ((-70.7 -49.2), (-68.7 -49.2), (-71.7 -47.7), (-6…"
34,Patagonian Peoples,-2400.1,-1,278397.6,TRIBAL_AREA,,,Patagonian Peoples,South America and Caribbean,Southern South America,176,0,80,8/22/2026,Patagonian Peoples,,"MULTIPOINT ((-72.3 -52.2), (-73.58 -50.87), (-71.63 -53.65),…"
35,Plains Peoples,-2400.1,-1,3187664.7,TRIBAL_AREA,,,Plains Peoples,North America,East Coast,224,160,80,8/22/2026,Plains Peoples,,"MULTIPOINT ((-96.74 28.84), (-100.7 31.8), (-101.7 33.3), (-…"
36,Plateau Peoples,-2400.1,-1,581352.3,TRIBAL_AREA,,,Plateau Peoples,North America,East Coast,176,176,112,8/22/2026,Plateau Peoples,,"MULTIPOINT ((-121.7 42.3), (-120.7 43.8), (-118.7 43.8), (-1…"
37,Proto-Burmese,-2400.1,-1,327353.1,TRIBAL_AREA,,,Proto-Burmese,South Asia,North India,176,48,112,8/22/2026,Proto-Burmese,,"MULTIPOINT ((93.3 25.3), (94.8 25.3), (94.05 26.3), (93.3 27…"
38,Proto-Ethiopians,-2400.1,-1100.1,406500.5,TRIBAL_AREA,,,Proto-Ethiopians,Africa,Northeast Africa,232,144,224,8/22/2026,Proto-Ethiopians,,"MULTIPOINT ((34.3 9.3), (34.3 7.3), (35.8 5.3), (37.3 5.3), …"
39,Proto-Mongol Peoples,-2400.1,-1,1264964.3,TRIBAL_AREA,,,Proto-Mongol Peoples,Central and Northern Eurasia,Siberia,144,48,208,8/22/2026,Proto-Mongol Peoples,,"MULTIPOINT ((96.3 46.3), (98.3 46.3), (100.3 46.3), (97.3 47…"
40,Proto-Tibetans,-2400.1,-700.1,1638823.7,TRIBAL_AREA,,,Proto-Tibetans,East Asia,North China,240,32,96,8/22/2026,Proto-Tibetans,,"MULTIPOINT ((82.3 28.3), (84.3 28.3), (81.3 29.8), (83.3 29.…"
41,Punt,-2400.1,-1100.1,600854.8,POLITY,,,Punt,Africa,Northeast Africa,48,192,96,8/22/2026,Punt,,"MULTIPOLYGON (((39.8293 8.2602, 39.7776 8.282, 39.7259 8.277…"
42,Savanna Peoples,-2400.1,-1,4582463.4,TRIBAL_AREA,,,Savanna Peoples,South America and Caribbean,Amazonia,208,96,32,8/22/2026,Savanna Peoples,,"MULTIPOINT ((-54.7 -31.2), (-52.7 -31.2), (-67.7 -29.7), (-6…"
43,Subarctic Peoples,-2400.1,-1,5658266.9,TRIBAL_AREA,,,Subarctic Peoples,North America,Arctic America,144,16,160,8/22/2026,Subarctic Peoples,,"MULTIPOINT ((-95.7 48.3), (-94.7 49.8), (-92.7 49.8), (-74.7…"
44,Thai Peoples,-2400.1,-1700.1,257788.3,TRIBAL_AREA,,,Thai Peoples,East Asia,North China,128,160,208,8/22/2026,Thai Peoples,,"MULTIPOINT ((100.8 25.3), (102.3 25.3), (103.8 25.3), (100.1…"
45,Valdivia Culture,-2400.1,-1700.1,0,TRIBAL_AREA,,,Valdivia Culture,South America and Caribbean,Andes,224,176,96,8/22/2026,Valdivia Culture,,POINT (-80.37 -2.35)
46,West African Peoples,-2400.1,-2250.1,3519322.3,TRIBAL_AREA,,,West African Peoples,Africa,Sahel,224,128,64,8/22/2026,West African Peoples,,"MULTIPOINT ((1.05 6.3), (0.3 7.3), (1.8 7.3), (3.3 7.3), (4.…"
47,Manchurian Peoples,-2400.1,-1067.5,1976530.7,TRIBAL_AREA,,,Manchurian Peoples,East Asia,North China,224,160,64,8/26/2026,Manchurian Peoples,,"MULTIPOINT ((118.7241 39.5759), (114.3 40.3), (116.3 40.3), …"
48,Austronesians,-2400.1,-2350.1,125123.5,TRIBAL_AREA,,,Austronesians,East Asia,North China,208,128,16,9/1/2026,Austronesians,,"MULTIPOINT ((115.8 23.3), (115.15 24.3), (116.55 24.3), (117…"
49,Dilmun,-2400.1,-1550.1,46485.7,POLITY,,,Dilmun,Southwest Asia,Arabia,240,176,224,9/1/2026,Dilmun,,"MULTIPOLYGON (((49.8159 25.0512, 49.7848 25.1035, 49.7538 25…"
50,Eastern Woodland Peoples,-2400.1,-2200.1,4332452.8,TRIBAL_AREA,,,Eastern Woodland Peoples,North America,East Coast,80,176,64,9/1/2026,Eastern Woodland Peoples,,"MULTIPOINT ((-81.7 27.3), (-82.4 28.8), (-91.7 30.3), (-92.7…"
51,Koreans,-2400.1,-1,70117.2,TRIBAL_AREA,,,Koreans,East Asia,Northeast Asia,224,48,176,9/1/2026,Koreans,,"MULTIPOINT ((126.8 34.8), (127.55 35.3), (129.05 35.33), (12…"
52,Magan,-2400.1,-1550.1,13884.1,POLITY,,,Magan,Southwest Asia,Arabia,160,208,192,9/1/2026,Magan,,"MULTIPOLYGON (((55.04833 25, 55.05314 25.00356, 55.04597 25.…"
53,Thraco Cimmerians,-2400.1,-1450.5,97111.6,TRIBAL_AREA,,,Thraco Cimmerians,Central and Northern Eurasia,Pontic-Caspian,80,208,160,9/6/2026,Thraco Cimmerians,,"MULTIPOLYGON (((23.6886 40.3348, 23.6749 40.3219, 23.6597 40…"
54,Egypt: Old Kdm,-2400.1,-2283.5,63493.9,POLITY,,,Egypt: Old Kdm,Africa,Northeast Africa,96,240,240,9/9/2026,Egypt: Old Kdm,,"MULTIPOLYGON (((30.6569 25.5362, 30.6569 25.4535, 30.6259 25…"
55,Lower Egypt Nome 1 Aneb-Hetch,-2400.1,-2159.5,951.8,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 1 Aneb-Hetch,Africa,Northeast Africa,96,242,240,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.2369 29.9613, 31.2452 29.9544, 31.2534 29.9483,…"
56,Lower Egypt Nome 10 Ka-khem/Ka-qem/Ken-wer,-2400.1,-2159.5,1079.3,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 10 Ka-khem/Ka-qem/Ken-wer,Africa,Northeast Africa,96,242,249,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.5272 30.6159, 31.522 30.609, 31.5106 30.6002, 3…"
57,Lower Egypt Nome 11 Ka-henseb,-2400.1,-2159.5,1154.2,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 11 Ka-henseb,Africa,Northeast Africa,96,242,250,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.5041 30.9375, 31.6772 30.9375, 31.7434 30.8968,…"
58,Lower Egypt Nome 12 Theb-ka,-2400.1,-2159.5,1680.1,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 12 Theb-ka,Africa,Northeast Africa,96,242,251,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.55467 31.43919, 31.55 31.4349, 31.549 31.4279, …"
59,Lower Egypt Nome 13 Heq-At,-2400.1,-2159.5,951.4,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 13 Heq-At,Africa,Northeast Africa,96,242,252,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.349 29.9878, 31.3531 29.9616, 31.3821 29.9442, …"
60,Lower Egypt Nome 14 Khenty-abt,-2400.1,-2159.5,1147.2,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 14 Khenty-abt,Africa,Northeast Africa,96,242,253,9/9/2026,Egypt: Old Kdm,,"POLYGON ((32.49311 31.11581, 32.52639 31.08836, 32.55333 31.…"
61,Lower Egypt Nome 15 Tehut,-2400.1,-2159.5,1484.8,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 15 Tehut,Africa,Northeast Africa,96,242,254,9/9/2026,Egypt: Old Kdm,,"MULTIPOLYGON (((32.03492 31.36842, 32.02525 31.3785, 32.0193…"
62,Lower Egypt Nome 16 Khaset/Kha,-2400.1,-2159.5,1062.2,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 16 Khaset/Kha,Africa,Northeast Africa,96,242,255,9/9/2026,Egypt: Old Kdm,,"MULTIPOLYGON (((31.93475 31.23364, 31.95411 31.23497, 31.963…"
63,Lower Egypt Nome 17 Semabehdet,-2400.1,-2159.5,720.1,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 17 Semabehdet,Africa,Northeast Africa,96,243,240,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.84014 31.51842, 31.8383 31.5115, 31.8311 31.498…"
64,Lower Egypt Nome 18 Am-Khent,-2400.1,-2159.5,352.8,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 18 Am-Khent,Africa,Northeast Africa,96,243,241,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.7348 30.6671, 31.7254 30.6619, 31.7141 30.6531,…"
65,Lower Egypt Nome 19 Am-Pehu,-2400.1,-2159.5,1088,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 19 Am-Pehu,Africa,Northeast Africa,96,243,242,9/9/2026,Egypt: Old Kdm,,"MULTIPOLYGON (((32.08008 31.13283, 32.0887 31.13028, 32.0912…"
66,Lower Egypt Nome 2 Khensu,-2400.1,-2159.5,576.2,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 2 Khensu,Africa,Northeast Africa,96,242,241,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.2141 29.9936, 31.2162 29.984, 31.2183 29.9762, …"
67,Lower Egypt Nome 20 Sopdu,-2400.1,-2159.5,1351.2,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 20 Sopdu,Africa,Northeast Africa,96,243,243,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.8769 30.9657, 31.8821 30.9579, 31.8883 30.9465,…"
68,Lower Egypt Nome 3 Ahment/Ament,-2400.1,-2159.5,3513.4,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 3 Ahment/Ament,Africa,Northeast Africa,96,242,242,9/9/2026,Egypt: Old Kdm,,"POLYGON ((30.1272 31.2637, 30.1314 31.2358, 30.1355 31.2148,…"
69,Lower Egypt Nome 4 Sap-Res,-2400.1,-2159.5,1131,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 4 Sap-Res,Africa,Northeast Africa,96,242,243,9/9/2026,Egypt: Old Kdm,,"POLYGON ((30.7852 30.9235, 30.7976 30.9166, 30.8038 30.9044,…"
70,Lower Egypt Nome 5 Sap-Meh,-2400.1,-2159.5,2246.2,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 5 Sap-Meh,Africa,Northeast Africa,96,242,244,9/9/2026,Egypt: Old Kdm,,"MULTIPOLYGON (((30.8723 31.425, 30.8764 31.4154, 30.8785 31.…"
71,Lower Egypt Nome 6 Khaset/Kaset,-2400.1,-2159.5,1933.7,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 6 Khaset/Kaset,Africa,Northeast Africa,96,242,245,9/9/2026,Egypt: Old Kdm,,"MULTIPOLYGON (((31.1163 31.4801, 31.1259 31.47, 31.1307 31.4…"
72,Lower Egypt Nome 7 A-ment,-2400.1,-2159.5,1501.3,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 7 A-ment,Africa,Northeast Africa,96,242,246,9/9/2026,Egypt: Old Kdm,,"POLYGON ((30.39611 31.44228, 30.4133 31.4445, 30.4233 31.437…"
73,Lower Egypt Nome 8 A-bt,-2400.1,-2159.5,206.8,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 8 A-bt,Africa,Northeast Africa,96,242,247,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.9351 30.5595, 31.9138 30.5433, 31.8745 30.5259,…"
74,Lower Egypt Nome 9 Ati/Andjet,-2400.1,-2159.5,791.4,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Lower Egypt Nome 9 Ati/Andjet,Africa,Northeast Africa,96,242,248,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.2224 30.9721, 31.2286 30.9669, 31.2379 30.9642,…"
75,Southern Oasis,-2400.1,-2159.5,3344.5,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Southern Oasis,Africa,Northeast Africa,96,243,244,9/9/2026,Egypt: Old Kdm,,"POLYGON ((30.5379 26.2138, 30.4914 26.2397, 30.4293 26.219, …"
76,Upper Egypt Nome 1 Ta Khentit/Ta-Seti,-2400.1,-2159.5,3199.4,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 1 Ta Khentit/Ta-Seti,Africa,Northeast Africa,96,240,249,9/9/2026,Egypt: Old Kdm,,"POLYGON ((33.1199 24.7077, 33.1221 24.6675, 33.1243 24.6237,…"
77,Upper Egypt Nome 10 Wadkhet/Uatchet,-2400.1,-2159.5,1390.1,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 10 Wadkhet/Uatchet,Africa,Northeast Africa,96,241,242,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.5848 27.1186, 31.6179 27.0924, 31.6407 27.0645,…"
78,Upper Egypt Nome 11 Set,-2400.1,-2159.5,437,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 11 Set,Africa,Northeast Africa,96,241,243,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.2034 27.1843, 31.2159 27.1765, 31.2303 27.1738,…"
79,Upper Egypt Nome 12 Tu-ph/Dw-f,-2400.1,-2159.5,1128.6,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 12 Tu-ph/Dw-f,Africa,Northeast Africa,96,241,244,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.0959 27.4529, 31.131 27.4267, 31.1683 27.4041, …"
80,Upper Egypt Nome 13 Atef-Khent,-2400.1,-2159.5,584.5,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 13 Atef-Khent,Africa,Northeast Africa,96,241,245,9/9/2026,Egypt: Old Kdm,,"POLYGON ((30.9588 27.3762, 30.9614 27.3744, 30.9717 27.3718,…"
81,Upper Egypt Nome 14 Atef-Pehu,-2400.1,-2159.5,1131.3,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 14 Atef-Pehu,Africa,Northeast Africa,96,241,246,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.0462 27.6238, 31.0379 27.5959, 31.0379 27.561, …"
82,Upper Egypt Nome 15 Un/Wn,-2400.1,-2159.5,1261.2,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 15 Un/Wn,Africa,Northeast Africa,96,241,247,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.0152 27.8733, 31.0234 27.8471, 31.0462 27.8105,…"
83,Upper Egypt Nome 16 Meh-Mahetch,-2400.1,-2159.5,1571.3,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 16 Meh-Mahetch,Africa,Northeast Africa,96,241,248,9/9/2026,Egypt: Old Kdm,,"POLYGON ((30.9441 28.2512, 30.9566 28.2163, 30.9669 28.1901,…"
84,Upper Egypt Nome 17 Anubis/Anput,-2400.1,-2159.5,1352.6,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 17 Anubis/Anput,Africa,Northeast Africa,96,241,249,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.0248 28.5215, 31.0331 28.4919, 31.0414 28.4657,…"
85,Upper Egypt Nome 18 Nemty/Sep,-2400.1,-2159.5,1222.7,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 18 Nemty/Sep,Africa,Northeast Africa,96,241,250,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.3655 29.2064, 31.3448 29.1802, 31.3283 29.1593,…"
86,Upper Egypt Nome 19 Uab/Wab,-2400.1,-2159.5,1739.6,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 19 Uab/Wab,Africa,Northeast Africa,96,241,251,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.0456 28.9984, 31.0415 28.987, 31.0415 28.987, 3…"
87,Upper Egypt Nome 2 Behde/Watjes-Hor,-2400.1,-2159.5,1701.8,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 2 Behde/Watjes-Hor,Africa,Northeast Africa,96,240,250,9/9/2026,Egypt: Old Kdm,,"POLYGON ((33.0788 24.987, 33.0745 24.9651, 33.0593 24.9322, …"
88,Upper Egypt Nome 20 Atef-Khent,-2400.1,-2160.5,1391.5,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 20 Atef-Khent,Africa,Northeast Africa,96,241,252,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.1957 29.204, 31.1864 29.1952, 31.1864 29.1865, …"
89,Upper Egypt Nome 21 Atef-Pehu,-2400.1,-2159.5,253.6,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 21 Atef-Pehu,Africa,Northeast Africa,96,241,253,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.2291 29.4661, 31.2198 29.4574, 31.2094 29.446, …"
90,Upper Egypt Nome 22 Maten,-2400.1,-2159.5,916,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 22 Maten,Africa,Northeast Africa,96,241,254,9/9/2026,Egypt: Old Kdm,,"POLYGON ((31.409 29.7506, 31.4131 29.7279, 31.4172 29.7087, …"
91,Upper Egypt Nome 3 Ten,-2400.1,-2159.5,1869.6,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 3 Ten,Africa,Northeast Africa,96,240,251,9/9/2026,Egypt: Old Kdm,,"POLYGON ((32.7028 25.4448, 32.7214 25.4116, 32.7379 25.3785,…"
92,Upper Egypt Nome 4 Waset/Wast,-2400.1,-2159.5,2810.4,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 4 Waset/Wast,Africa,Northeast Africa,96,240,252,9/9/2026,Egypt: Old Kdm,,"POLYGON ((32.68 25.4692, 32.2669 25.3145, 32.2669 25.3145, 3…"
93,Upper Egypt Nome 5 Herui,-2400.1,-2159.5,1613.7,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 5 Herui,Africa,Northeast Africa,96,240,253,9/9/2026,Egypt: Old Kdm,,"POLYGON ((32.7745 26.2831, 32.8138 26.2622, 32.8572 26.2308,…"
94,Upper Egypt Nome 6 Aa-ta,-2400.1,-2159.5,1503.7,POLITY,,(Egypt: Old Kdm),Egypt: Old Kdm - Upper Egypt Nome 6 Aa-ta,Africa,Northeast Africa,96,241,242,9/9/2026,Egypt: Old Kdm,,"POLYGON ((32.3421 26.2256, 32.3959 26.2343, 32.4641 26.2674,…"
