Index,Name,FromYear,ToYear,Area,Type,References,MemberOf,ColorR,ColorG,ColorB,Generated,SourceRun,geometry
33,Roman Republic,-385.5,-383.5,2322.2,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
34,Roman Republic,-383.5,-381.6,2219.1,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
35,Roman Republic,-381.6,-381.3,2186.8,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
36,Roman Republic,-381.3,-380.1,2229.9,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
37,Roman Republic,-380.1,-377.4,2340.5,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
38,Roman Republic,-377.4,-371.5,2453.3,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
39,Roman Republic,-371.5,-367.5,2342.8,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
40,Roman Republic,-367.5,-361.7,2453.3,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
41,Roman Republic,-361.7,-358.6,2471.4,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.22381 41.75536, 12.21964 41.76019, 12.218…"
42,Roman Republic,-358.6,-357.7,2453.3,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
43,Roman Republic,-357.7,-355.5,2292.4,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
44,Roman Republic,-355.5,-353.5,2313.2,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
45,Roman Republic,-353.5,-348.5,2654.9,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.22381 41.75536, 12.21964 41.76019, 12.218…"
46,Roman Republic,-348.5,-347.7,2687.2,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.22381 41.75536, 12.21964 41.76019, 12.218…"
47,Roman Republic,-347.7,-341.2,2542.1,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.21695 41.74811, 12.22381 41.75536, 12.219…"
48,Roman Republic,-341.2,-340.2,2600.5,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.5267 41.6767, 12.5267 41.6708, 12.5233 41…"
49,Roman Republic,-340.2,-338.5,4245.8,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.5267 41.6767, 12.5267 41.6708, 12.5233 41…"
50,Roman Republic,-338.5,-334.5,7634.8,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.67208 41.45675, 12.66728 41.45889, 12.656…"
51,Roman Republic,-334.5,-320.4,8025.5,POLITY,,,240,240,160,2026-08-16,Roman Republic,"POLYGON ((12.72139 41.43881, 12.70103 41.44897, 12.68358 41.…"
52,Roman Republic,-320.4,-315.6,8451.0,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
53,Roman Republic,-315.6,-313.3,8111.1,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
54,Roman Republic,-313.3,-312.3,8025.5,POLITY,,,240,240,160,2026-08-16,Roman Republic,"POLYGON ((12.72139 41.43881, 12.70103 41.44897, 12.68358 41.…"
55,Roman Republic,-312.3,-303.5,8097.5,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
56,Roman Republic,-303.5,-303.4,8737.6,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
57,Roman Republic,-303.4,-293.5,10674.4,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
58,Roman Republic,-293.5,-293.2,10513.5,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
59,Roman Republic,-293.2,-290.2,10674.4,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
60,Roman Republic,-290.2,-283.4,17479.9,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
61,Roman Republic,-283.4,-282.6,20071.4,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
62,Roman Republic,-282.6,-282.4,20270.4,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
63,Roman Republic,-282.4,-282.3,20604.8,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
64,Roman Republic,-282.3,-281.2,20405.9,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
65,Roman Republic,-281.2,-280.4,20604.8,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
66,Roman Republic,-280.4,-280.3,20071.4,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
67,Roman Republic,-280.3,-278.9,20225.8,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
68,Roman Republic,-278.9,-273.5,20071.4,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
69,Roman Republic,-273.5,-272.5,20944.7,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
70,Roman Republic,-272.5,-268.6,21145.4,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.72139 41.43881, 12.70103 41.44897, 12.683…"
71,Roman Republic,-268.6,-268.5,25178.6,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.66728 41.45889, 12.65603 41.45883, 12.65 …"
72,Roman Republic,-268.5,-267.5,25002.1,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.66728 41.45889, 12.65603 41.45883, 12.65 …"
73,Roman Republic,-267.5,-264.6,26737.2,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.70103 41.44897, 12.68358 41.45567, 12.672…"
74,Roman Republic,-264.6,-263.5,28974.7,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.66728 41.45889, 12.65603 41.45883, 12.65 …"
75,Roman Republic,-263.5,-261.5,28537.3,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.66728 41.45889, 12.65603 41.45883, 12.65 …"
76,Roman Republic,-261.5,-260.3,40243.6,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.70103 41.44897, 12.68358 41.45567, 12.672…"
77,Roman Republic,-260.3,-259.6,43726.1,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.70103 41.44897, 12.68358 41.45567, 12.672…"
78,Roman Republic,-259.6,-258.5,43889.5,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.70103 41.44897, 12.68358 41.45567, 12.672…"
79,Roman Republic,-258.5,-258.3,46021.2,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.70103 41.44897, 12.68358 41.45567, 12.672…"
80,Roman Republic,-258.3,-254.1,46964.0,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.70103 41.44897, 12.68358 41.45567, 12.672…"
81,Roman Republic,-254.1,-1.0,49551.8,POLITY,,,240,240,160,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.70103 41.44897, 12.68358 41.45567, 12.672…"
82,Antium,-467.6,-459.8,112.8,POLITY,,(Roman Republic),240,240,172,2026-08-16,Roman Republic,"POLYGON ((12.72661 41.43525, 12.7282 41.4355, 12.729 41.448,…"
83,Antium,-459.6,-389.9,112.8,POLITY,,(Roman Republic),240,240,172,2026-08-16,Roman Republic,"POLYGON ((12.72661 41.43525, 12.7282 41.4355, 12.729 41.448,…"
84,Antium,-377.4,-347.7,112.8,POLITY,,(Roman Republic),240,240,172,2026-08-16,Roman Republic,"POLYGON ((12.72661 41.43525, 12.7282 41.4355, 12.729 41.448,…"
85,Anxur,-509.4,-507.5,155.5,POLITY,,(Roman Republic),240,241,167,2026-08-16,Roman Republic,"POLYGON ((13.3479 41.2897, 13.3481 41.3037, 13.3458 41.3161,…"
86,Anxur,-406.5,-402.5,155.5,POLITY,,(Roman Republic),240,241,167,2026-08-16,Roman Republic,"POLYGON ((13.3479 41.2897, 13.3481 41.3037, 13.3458 41.3161,…"
87,Anxur,-400.5,-338.5,155.5,POLITY,,(Roman Republic),240,241,167,2026-08-16,Roman Republic,"POLYGON ((13.3479 41.2897, 13.3481 41.3037, 13.3458 41.3161,…"
88,Army,-505.6,-505.4,213.8,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.5608 41.9928, 12.5792 42.0203, 12.5933 42.0428,…"
89,Army,-504.6,-504.4,150.8,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.4525 41.908, 12.4558 41.9339, 12.4617 41.958, 1…"
90,Army,-503.6,-503.5,213.8,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.5608 41.9928, 12.5792 42.0203, 12.5933 42.0428,…"
91,Army,-503.5,-503.4,376.6,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.5417 41.8525, 12.5625 41.8183, 12.5775 41…"
92,Army,-502.6,-502.5,213.8,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.5608 41.9928, 12.5792 42.0203, 12.5933 42.0428,…"
93,Army,-502.5,-502.4,406.8,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.8225 41.6225, 12.8433 41.6175, 12.8542 41…"
94,Army,-502.4,-502.3,193.0,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.7983 41.6233, 12.8225 41.6225, 12.8433 41.6175,…"
95,Army,-495.6,-495.4,97.4,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.4966 41.8469, 12.5121 41.8345, 12.5348 41.8179,…"
96,Army,-494.6,-494.4,298.6,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.735 41.7667, 12.7667 41.76, 12.7967 41.74…"
97,Army,-493.5,-493.3,74.4,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.6408 41.7342, 12.6483 41.7233, 12.6625 41.7125,…"
98,Army,-490.6,-490.5,21.2,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.6833 41.9683, 12.7033 41.9733, 12.72 41.9767, 1…"
99,Army,-487.6,-487.4,58.8,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.4831 41.8655, 12.4976 41.8469, 12.5224 41.8304,…"
100,Army,-486.6,-486.4,213.2,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.6367 41.7567, 12.6667 41.745, 12.695 41.745, 12…"
101,Army,-485.6,-485.4,214.3,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.7983 41.6233, 12.8225 41.6225, 12.8433 41…"
102,Army,-484.5,-484.3,26.2,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.59 41.7217, 12.6025 41.7042, 12.6125 41.6892, 1…"
103,Army,-481.5,-481.3,32.6,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.6342 41.865, 12.6517 41.8675, 12.6742 41.8708, …"
104,Army,-480.6,-480.4,80.4,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.4625 41.8808, 12.4425 41.8817, 12.4292 41.8925,…"
105,Army,-479.6,-479.4,32.6,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.6342 41.865, 12.6517 41.8675, 12.6742 41.8708, …"
106,Army,-477.6,-477.5,193.0,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.7983 41.6233, 12.8225 41.6225, 12.8433 41.6175,…"
107,Army,-476.6,-476.4,39.9,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.4683 41.9058, 12.4617 41.9142, 12.4508 41.93, 1…"
108,Army,-475.6,-475.4,45.5,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.4842 41.9934, 12.4867 42.0109, 12.4942 42.0309,…"
109,Army,-475.4,-475.2,115.4,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.7117 41.7817, 12.7333 41.7858, 12.765 41.7833, …"
110,Army,-471.6,-471.5,105.1,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.5133 41.845, 12.53 41.8533, 12.5508 41.85…"
111,Army,-471.5,-471.4,89.2,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.545 41.9458, 12.5825 41.9533, 12.6275 41.9658, …"
112,Army,-470.6,-470.4,195.3,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.6833 41.955, 12.7283 41.96, 12.765 41.955, 12.7…"
113,Army,-469.6,-469.5,186.0,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.6392 41.4725, 12.62 41.4725, 12.6125 41.4…"
114,Army,-469.5,-469.3,213.8,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.5608 41.9928, 12.5792 42.0203, 12.5933 42.0428,…"
115,Army,-468.6,-468.5,213.8,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.5608 41.9928, 12.5792 42.0203, 12.5933 42.0428,…"
116,Army,-468.5,-468.4,379.5,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.6392 41.4725, 12.62 41.4725, 12.6125 41.4…"
117,Army,-468.4,-467.7,175.9,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.651 41.4811, 12.6543 41.4715, 12.656 41.459, 12…"
118,Army,-467.7,-467.6,371.3,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.651 41.4811, 12.6543 41.4715, 12.656 41.4…"
119,Army,-467.6,-467.5,175.9,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.651 41.4811, 12.6543 41.4715, 12.656 41.459, 12…"
120,Army,-466.6,-466.4,89.2,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.545 41.9458, 12.5825 41.9533, 12.6275 41.9658, …"
121,Army,-465.6,-465.4,45.2,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.6917 41.7858, 12.7167 41.79, 12.7408 41.7917, 1…"
122,Army,-464.6,-464.5,89.4,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.6667 41.7433, 12.6908 41.7358, 12.7317 41.725, …"
123,Army,-464.5,-464.3,213.2,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.6667 41.745, 12.695 41.745, 12.7417 41.7367, 12…"
124,Army,-462.6,-462.5,328.6,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.7983 41.6233, 12.8225 41.6225, 12.8433 41…"
125,Army,-462.5,-462.4,348.2,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.8225 41.6225, 12.8433 41.6175, 12.8542 41…"
126,Army,-462.4,-462.3,155.2,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.8408 41.7808, 12.8792 41.7808, 12.9075 41.7742,…"
127,Army,-462.3,-462.1,156.5,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((13.0508 41.7592, 13.0142 41.7475, 12.9867 41.7358,…"
128,Army,-459.7,-459.6,175.9,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.651 41.4811, 12.6543 41.4715, 12.656 41.459, 12…"
129,Army,-459.6,-459.4,232.0,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.651 41.4811, 12.6543 41.4715, 12.656 41.459, 12…"
130,Army,-459.4,-459.2,383.4,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.651 41.4811, 12.6543 41.4715, 12.656 41.459, 12…"
131,Army,-458.6,-458.5,326.7,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.6625 41.8533, 12.6933 41.855, 12.72 41.85…"
132,Army,-458.5,-458.4,269.3,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"MULTIPOLYGON (((12.7783 41.8, 12.7925 41.7992, 12.8 41.7958,…"
133,Army,-458.4,-458.3,5.5,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.7733 41.7908, 12.7708 41.7808, 12.7783 41.7758,…"
134,Army,-457.5,-457.3,78.9,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.6217 41.8425, 12.6217 41.8425, 12.6517 41.8392,…"
135,Army,-455.6,-455.4,78.9,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.6217 41.8425, 12.6217 41.8425, 12.6517 41.8392,…"
136,Army,-325.7,-325.3,1601.1,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((14.0483 41.2986, 14.1372 41.311, 14.2407 41.3297, …"
137,Army,-314.6,-314.4,689.6,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((14.3255 41.1383, 14.3814 41.1714, 14.4393 41.2024,…"
138,Army,-295.7,-295.4,242.7,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.0125 42.7794, 12.0207 42.767, 12.0518 42.7297, …"
139,Army,-295.2,-295.0,135.5,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((12.1953 42.6111, 12.245 42.6214, 12.2926 42.6338, …"
140,Army,-278.8,-278.7,8.6,TRANSIENT,,(Roman Republic),240,240,161,2026-08-16,Roman Republic,"POLYGON ((15.6524 38.1233, 15.6573 38.1274, 15.6621 38.133, …"
141,Army of A. Postumus Albus,-499.6,-499.4,51.1,TRANSIENT,,(Roman Republic),240,240,163,2026-08-16,Roman Republic,"POLYGON ((12.5333 41.9, 12.5525 41.8892, 12.5692 41.8742, 12…"
142,Army of Appius Claudius,-362.5,-362.3,213.2,TRANSIENT,,(Roman Republic),240,242,163,2026-08-16,Roman Republic,"POLYGON ((12.6367 41.7567, 12.6667 41.745, 12.695 41.745, 12…"
143,Army of Cincinnatus,-458.4,-458.2,78.9,TRANSIENT,,(Roman Republic),240,240,173,2026-08-16,Roman Republic,"POLYGON ((12.6217 41.8425, 12.6217 41.8425, 12.6517 41.8392,…"
144,Army of Cornelius Cossus,-407.8,-407.6,198.3,TRANSIENT,,(Roman Republic),240,241,166,2026-08-16,Roman Republic,"POLYGON ((12.6567 41.5383, 12.685 41.5142, 12.72 41.5075, 12…"
145,Army of Cornelius Cossus,-385.7,-385.5,87.7,TRANSIENT,,(Roman Republic),240,241,166,2026-08-16,Roman Republic,"POLYGON ((12.5933 41.6242, 12.6167 41.6075, 12.6417 41.595, …"
