Index,Name,FromYear,ToYear,Area,Type,References,MemberOf,FullPath,Region,Subregion,ColorR,ColorG,ColorB,Generated,SourceRun,OverlapNote,geometry
40,Aboriginal Peoples,-2200.1,-2150.1,17952923.1,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
41,Aboriginal Peoples,-2150.1,-2100.1,17901051.5,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
42,Aboriginal Peoples,-2100.1,-2050.1,17901051.5,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
43,Aboriginal Peoples,-2050.1,-2000.1,17669964.2,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
44,Aboriginal Peoples,-2000.1,-1950.1,17225153.0,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
45,Aboriginal Peoples,-1950.1,-1900.1,18962704.7,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
46,Aboriginal Peoples,-1900.1,-1850.1,18734858.3,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
47,Aboriginal Peoples,-1850.1,-1800.1,18710524.5,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
48,Aboriginal Peoples,-1800.1,-1750.1,18602580.6,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
49,Aboriginal Peoples,-1750.1,-1700.1,18470291.7,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
50,Aboriginal Peoples,-1700.1,-1650.1,18455091.2,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
51,Aboriginal Peoples,-1650.1,-1600.1,18383091.8,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
52,Aboriginal Peoples,-1600.1,-1550.1,17410788.5,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
53,Aboriginal Peoples,-1550.1,-1500.1,16895803.2,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
54,Aboriginal Peoples,-1500.1,-1450.1,16535707.0,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
55,Aboriginal Peoples,-1450.1,-1400.1,14926222.0,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
56,Aboriginal Peoples,-1400.1,-1350.1,14364739.3,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
57,Aboriginal Peoples,-1350.1,-1300.1,10945165.9,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
58,Aboriginal Peoples,-1300.1,-1250.1,10803128.1,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
59,Aboriginal Peoples,-1250.1,-1200.1,10670467.5,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
60,Aboriginal Peoples,-1200.1,-1150.1,11172541.1,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
61,Aboriginal Peoples,-1150.1,-1100.1,10852278.5,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
62,Aboriginal Peoples,-1100.1,-1050.1,10234339.6,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
63,Aboriginal Peoples,-1050.1,-1000.1,10423871.6,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
64,Aboriginal Peoples,-1000.1,-1.0,8023798.6,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
65,Acarnania,-695.5,-429.2,2213.8,POLITY,,,Acarnania,Europe,Southern Europe,224,240,32,2026-08-21,Acarnania,,"POLYGON ((21.2602 38.7778, 21.2683 38.7715, 21.2821 38.7644,…"
66,Acarnania,-301.3,-294.6,2213.8,POLITY,,,Acarnania,Europe,Southern Europe,224,240,32,2026-08-21,Acarnania,,"POLYGON ((21.2602 38.7778, 21.2683 38.7715, 21.2821 38.7644,…"
67,Acarnania,-283.6,-1.0,2213.8,POLITY,,,Acarnania,Europe,Southern Europe,224,240,32,2026-08-21,Acarnania,,"POLYGON ((21.2602 38.7778, 21.2683 38.7715, 21.2821 38.7644,…"
68,Achaea,-720.5,-719.5,3056.9,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"POLYGON ((21.34133 38.09923, 21.3576 38.0872, 21.3824 38.076…"
69,Achaea,-719.5,-709.5,3255.8,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.3452 38.103, 21.35406 38.10553, 21.3605 3…"
70,Achaea,-709.5,-660.5,3440.3,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.3452 38.103, 21.35406 38.10553, 21.3605 3…"
71,Achaea,-660.5,-649.5,3631.4,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.35406 38.10553, 21.3605 38.11075, 21.3626…"
72,Achaea,-649.5,-638.5,3891.3,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.35406 38.10553, 21.3605 38.11075, 21.3626…"
73,Achaea,-638.5,-634.5,4088.0,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.35406 38.10553, 21.3605 38.11075, 21.3626…"
74,Achaea,-634.5,-617.5,4288.0,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.35406 38.10553, 21.3605 38.11075, 21.3626…"
75,Achaea,-617.5,-615.5,4499.6,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.3605 38.11075, 21.36264 38.11434, 21.3634…"
76,Achaea,-615.5,-550.0,4734.1,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.3605 38.11075, 21.36264 38.11434, 21.3634…"
77,Achaea,-550.0,-485.5,4549.6,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.3605 38.11075, 21.36264 38.11434, 21.3634…"
78,Achaea,-485.5,-476.7,4315.2,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.35406 38.10553, 21.3605 38.11075, 21.3626…"
79,Achaea,-476.7,-454.6,4116.2,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.35406 38.10553, 21.3605 38.11075, 21.3626…"
80,Achaea,-454.6,-454.3,1059.3,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((16.50114 38.35959, 16.47822 38.34336, 16.469…"
81,Achaea,-454.3,-430.5,4116.2,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.35406 38.10553, 21.3605 38.11075, 21.3626…"
82,Achaea,-430.5,-410.5,3856.3,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.35406 38.10553, 21.3605 38.11075, 21.3626…"
83,Achaea,-410.5,-400.1,3644.7,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.35406 38.10553, 21.3605 38.11075, 21.3626…"
84,Achaea,-400.1,-393.1,3444.6,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.3452 38.103, 21.35406 38.10553, 21.3605 3…"
85,Achaea,-393.1,-390.6,387.7,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((15.82853 39.66861, 15.81675 39.67389, 15.816…"
86,Achaea,-390.6,-380.5,191.1,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"POLYGON ((16.905 40.4427, 16.897 40.4523, 16.8878 40.4609, 1…"
87,Achaea,-367.9,-366.6,3373.9,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.3452 38.103, 21.35406 38.10553, 21.3605 3…"
88,Achaea,-366.6,-366.5,317.0,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.61431 38.34075, 21.60533 38.33983, 21.596…"
89,Achaea,-365.7,-338.7,3056.9,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"POLYGON ((21.34133 38.09923, 21.3576 38.0872, 21.3824 38.076…"
90,Achaea,-331.2,-330.5,3056.9,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"POLYGON ((21.34133 38.09923, 21.3576 38.0872, 21.3824 38.076…"
91,Achaea,-301.3,-280.4,3056.9,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"POLYGON ((22.3665 37.9345, 22.3521 37.9117, 22.3293 37.8848,…"
92,Army,-362.5,-362.3,133.2,TRANSIENT,,(Achaea),Achaea - Army,Europe,Southern Europe,220,208,63,2026-08-21,Achaea,,"POLYGON ((22.0222 37.9294, 22.0244 37.8928, 22.0478 37.8472,…"
93,Calydon,-367.9,-366.5,167.2,POLITY,,(Achaea),Achaea - Calydon,Europe,Southern Europe,220,208,62,2026-08-21,Achaea,,"POLYGON ((21.6267 38.3484, 21.6208 38.3606, 21.6192 38.3889,…"
94,Caulonia,-649.5,-430.5,259.9,POLITY,,(Achaea),Achaea - Caulonia,Europe,Southern Europe,220,208,54,2026-08-21,Achaea,,"POLYGON ((16.509 38.37, 16.5098 38.3825, 16.509 38.395, 16.5…"
95,Colonists,-719.6,-719.4,4286.2,TRANSIENT,,(Achaea),Achaea - Colonists,Europe,Southeastern Europe,220,208,49,2026-08-21,Achaea,,"POLYGON ((20.1293 38.6414, 20.2276 38.6052, 20.3828 38.5897,…"
96,Colonists,-709.6,-709.4,3393.1,TRANSIENT,,(Achaea),Achaea - Colonists,Europe,Southern Europe,220,208,49,2026-08-21,Achaea,,"POLYGON ((20.1293 38.6414, 20.2276 38.6052, 20.3828 38.5897,…"
97,Colonists,-702.8,-702.7,2012.6,TRANSIENT,,(Achaea),Achaea - Colonists,Europe,Southern Europe,220,208,49,2026-08-21,Achaea,,"POLYGON ((22.1538 38.1831, 22.1755 38.21, 22.1786 38.2462, 2…"
98,Colonists,-702.7,-702.6,5210.7,TRANSIENT,,(Achaea),Achaea - Colonists,Europe,Southern Europe,220,208,49,2026-08-21,Achaea,,"POLYGON ((24.1845 37.5293, 24.0966 37.3483, 23.9983 37.1724,…"
99,Colonists,-702.6,-702.5,5466.6,TRANSIENT,,(Achaea),Achaea - Colonists,Europe,Southern Europe,220,208,49,2026-08-21,Achaea,,"POLYGON ((24.1845 37.5293, 24.0966 37.3483, 23.9983 37.1724,…"
100,Colonists,-702.5,-702.4,2239.4,TRANSIENT,,(Achaea),Achaea - Colonists,Europe,Southern Europe,220,208,49,2026-08-21,Achaea,,"POLYGON ((24.4121 37.9359, 24.4866 37.9359, 24.561 37.9731, …"
101,Colonists,-660.6,-660.4,4267.9,TRANSIENT,,(Achaea),Achaea - Colonists,Europe,Southeastern Europe,220,208,49,2026-08-21,Achaea,,"POLYGON ((20.1293 38.6414, 20.2276 38.6052, 20.3828 38.5897,…"
102,Colonists,-649.7,-649.6,3393.1,TRANSIENT,,(Achaea),Achaea - Colonists,Europe,Southern Europe,220,208,49,2026-08-21,Achaea,,"POLYGON ((20.1293 38.6414, 20.2276 38.6052, 20.3828 38.5897,…"
103,Colonists,-649.6,-649.5,4397.4,TRANSIENT,,(Achaea),Achaea - Colonists,Europe,Southern Europe,220,208,49,2026-08-21,Achaea,,"POLYGON ((20.1293 38.6414, 20.2276 38.6052, 20.3828 38.5897,…"
104,Colonists,-649.5,-649.4,1120.2,TRANSIENT,,(Achaea),Achaea - Colonists,Europe,Southern Europe,220,208,49,2026-08-21,Achaea,,"POLYGON ((17.0817 39.126, 17.1293 39.1405, 17.1955 39.1467, …"
105,Croton,-709.5,-615.5,184.5,POLITY,,(Achaea),Achaea - Croton,Europe,Southern Europe,220,208,51,2026-08-21,Achaea,,"POLYGON ((17.1343 39.181, 17.1217 39.181, 17.1093 39.1794, 1…"
106,Croton,-615.5,-550.0,418.9,POLITY,,(Achaea),Achaea - Croton,Europe,Southern Europe,220,208,51,2026-08-21,Achaea,,"MULTIPOLYGON (((16.18167 38.94472, 16.172 38.94881, 16.15889…"
107,Croton,-550.0,-485.5,234.4,POLITY,,(Achaea),Achaea - Croton,Europe,Southern Europe,220,208,60,2026-08-21,Achaea,,"POLYGON ((16.1905 38.9414, 16.2022 38.946, 16.2132 38.9521, …"
108,Temesa,-615.5,-485.5,234.4,POLITY,,(Croton),Achaea - Croton - Temesa,Europe,Southern Europe,220,208,60,2026-08-21,Achaea,,"POLYGON ((16.1905 38.9414, 16.2022 38.946, 16.2132 38.9521, …"
109,Laus,-638.5,-390.6,196.6,POLITY,,(Achaea),Achaea - Laus,Europe,Southern Europe,220,208,55,2026-08-21,Achaea,,"POLYGON ((15.8307 39.6679, 15.8431 39.6695, 15.8553 39.6726,…"
110,Metapontum,-660.5,-380.5,191.1,POLITY,,(Achaea),Achaea - Metapontum,Europe,Southern Europe,220,208,53,2026-08-21,Achaea,,"POLYGON ((16.905 40.4427, 16.897 40.4523, 16.8878 40.4609, 1…"
111,Naupactus,-367.9,-366.5,149.8,POLITY,,(Achaea),Achaea - Naupactus,Europe,Southern Europe,220,208,61,2026-08-21,Achaea,,"POLYGON ((21.9305 38.4123, 21.9281 38.4246, 21.9242 38.4365,…"
