Index,Name,FromYear,ToYear,Area,Type,References,MemberOf,ColorR,ColorG,ColorB,geometry
101,Garrison,-281.2,-280.4,533.4,POLITY,,(Roman Republic),240,243,166,"MULTIPOLYGON (((15.638 38.01672, 15.64078 38.02397, 15.65106…"
102,Garrison,-280.3,-278.9,154.4,POLITY,,(Roman Republic),240,243,166,"POLYGON ((15.6533 38.0109, 15.6657 38.0125, 15.6779 38.0156,…"
103,Garrison,-272.5,-1.0,200.7,POLITY,,(Roman Republic),240,243,166,"POLYGON ((17.27575 40.38136, 17.2907 40.3865, 17.3008 40.393…"
104,Labicum,-418.2,-338.5,46.8,POLITY,,(Roman Republic),240,241,165,"POLYGON ((12.7633 41.7625, 12.7642 41.77, 12.7617 41.78, 12.…"
105,Lavinium,-341.2,-338.5,111.5,POLITY,,(Roman Republic),240,242,171,"POLYGON ((12.4625 41.7333, 12.4775 41.7275, 12.4908 41.715, …"
106,Pontine district,-387.5,-338.5,221.0,POLITY,,(Roman Republic),240,241,173,"POLYGON ((12.777 41.573, 12.8203 41.563, 12.8753 41.548, 12.…"
107,Praeneste,-499.5,-492.5,411.2,POLITY,,(Roman Republic),240,240,164,"POLYGON ((12.9075 41.9108, 12.9142 41.9092, 12.9225 41.9042,…"
108,Satricum,-385.5,-381.6,35.6,POLITY,,(Roman Republic),240,242,160,"POLYGON ((12.7811 41.524, 12.7803 41.5283, 12.7789 41.5325, …"
109,Satricum,-348.5,-347.7,35.6,POLITY,,(Roman Republic),240,242,160,"POLYGON ((12.7811 41.524, 12.7803 41.5283, 12.7789 41.5325, …"
110,Veii,-396.5,-338.5,646.4,POLITY,,(Roman Republic),240,241,169,"POLYGON ((12.18172 41.87075, 12.20197 41.87533, 12.20381 41.…"
111,Velitrae,-494.5,-410.7,110.6,POLITY,,(Roman Republic),240,240,170,"POLYGON ((12.7217 41.6625, 12.725 41.6767, 12.7292 41.6925, …"
112,Velitrae,-410.3,-389.9,110.6,POLITY,,(Roman Republic),240,240,170,"POLYGON ((12.7217 41.6625, 12.725 41.6767, 12.7292 41.6925, …"
113,Velitrae,-380.1,-371.5,110.6,POLITY,,(Roman Republic),240,240,170,"POLYGON ((12.7217 41.6625, 12.725 41.6767, 12.7292 41.6925, …"
114,Velitrae,-367.5,-341.2,110.6,POLITY,,(Roman Republic),240,240,170,"POLYGON ((12.7217 41.6625, 12.725 41.6767, 12.7292 41.6925, …"
